Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Purple Aces","Shipwreck Wall - East Face > (c) Shipwreck Wall > Smith Rock > Central Oregon > Oregon",https://www.mountainproject.com/route/105816725/purple-aces,2.8,-1,Sport,5.11b/c,1,65,44.36708,-121.14198
"Ride The Lightning","(u) Red Wall > Smith Rock > Central Oregon > Oregon",https://www.mountainproject.com/route/105807442/ride-the-lightning,2.9,-1,Sport,5.11b/c,1,,44.3696,-121.13916
Riptide,"Shipwreck Wall - East Face > (c) Shipwreck Wall > Smith Rock > Central Oregon > Oregon",https://www.mountainproject.com/route/107304417/riptide,3.0,-1,Sport,5.11b/c,1,50,44.36708,-121.14198
"Choss Lord","(20) The Palace > Terra Nova > Southwest Oregon > Oregon",https://www.mountainproject.com/route/122766774/choss-lord,3.5,-1,Sport,5.11b/c,1,65,42.75262,-122.90608
"Searching for Stars","Meadow Camp > Central Oregon > Oregon",https://www.mountainproject.com/route/111880564/searching-for-stars,3.1,-1,TR,5.11b/c,1,,44.00144,-121.37788
"Holy Road","Christian Brothers - East Side > (l) Christian Brothers > Smith Rock > Central Oregon > Oregon",https://www.mountainproject.com/route/108098087/holy-road,3.0,-1,Sport,5.11b/c,1,50,44.36598,-121.14688
"Skeleton Surfer","(f) Cocaine Gully > Smith Rock > Central Oregon > Oregon",https://www.mountainproject.com/route/109341751/skeleton-surfer,2.8,-1,Sport,5.11b/c,1,,44.36719,-121.14307
"The Good Ol' Days","(1) Northeast Face > (m) Smith Rock Group > Smith Rock > Central Oregon > Oregon",https://www.mountainproject.com/route/111867331/the-good-ol-days,2.8,-1,Sport,5.11b/c,6,,44.36442,-121.14739
"5.11 Face","Meadow Camp > Central Oregon > Oregon",https://www.mountainproject.com/route/111654197/511-face,3.2,-1,TR,5.11b/c,1,,44.00144,-121.37788
"The Stem Cell","The Philosopher's Stone > (w) The Marsupials > Smith Rock > Central Oregon > Oregon",https://www.mountainproject.com/route/112098245/the-stem-cell,3.1,-1,Sport,5.11b/c,1,40,44.36924,-121.12317
"Jet's Highball","(.5) Bird Rock > Terra Nova > Southwest Oregon > Oregon",https://www.mountainproject.com/route/121374548/jets-highball,3.0,-1,Sport,5.11b/c,1,,42.75724,-122.90517
"Let it Be","Sky Burial > Lookout Point > Willamette Valley > Oregon",https://www.mountainproject.com/route/122176861/let-it-be,3.2,-1,Sport,5.11b/c,1,55,43.89309,-122.67771
"Contact Tracing","Power Lines > Central Oregon > Oregon",https://www.mountainproject.com/route/118865728/contact-tracing,3.0,-1,"Sport, TR",5.11b/c,1,45,44.04393,-121.46742
"Pouch Whisker","(d) Aggro Gully > Smith Rock > Central Oregon > Oregon",https://www.mountainproject.com/route/108009452/pouch-whisker,2.5,-1,Sport,"5.11b/c PG13",1,60,44.36724,-121.14238
"The Trooper","(d) Maiden Oregon Wall > Marsupial Wall > (w) The Marsupials > Smith Rock > Central Oregon > Oregon",https://www.mountainproject.com/route/116112700/the-trooper,2.0,-1,Sport,"5.11b/c PG13",1,60,44.36721,-121.12164
"Echame La Culpa","(2) Wildfire Wall > West Side > (z) Lower Gorge > Smith Rock > Central Oregon > Oregon",https://www.mountainproject.com/route/119868779/echame-la-culpa,2.6,-1,Sport,5.11b/c,1,70,44.36798,-121.13081
"(Link-up) Well of Greed","(6) Bat Wall > Broughton Bluff > Portland & The Gorge > Oregon",https://www.mountainproject.com/route/124021101/link-up-well-of-greed,4.0,-1,Sport,5.11b/c,1,100,45.53901,-122.37472
"(Link-up) Old Transylvania Highway","(6) Bat Wall > Broughton Bluff > Portland & The Gorge > Oregon",https://www.mountainproject.com/route/124021172/link-up-old-transylvania-highway,3.0,-1,Sport,"5.11b/c PG13",1,75,45.53901,-122.37472
