Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Mr. Henar","08. Amphitheater > Pilot Mountain > 3. Piedmont Region > North Carolina",https://www.mountainproject.com/route/107589807/mr-henar,3.4,-1,Sport,"5.12a/b PG13",1,70,36.34013,-80.48401
Aftershock,"Catwalk > North Face > Whiteside Mountain > 1. Southern Mountains Region > North Carolina",https://www.mountainproject.com/route/114044684/aftershock,4.0,-1,Trad,"5.12a/b PG13",1,100,35.08781,-83.13744
"Here Comes the Rain","The Dump aka Warpin and Dorphin (Routes) > The Dump > 2. Northern Mountains Region > North Carolina",https://www.mountainproject.com/route/113272660/here-comes-the-rain,3.6,-1,Sport,"5.12a/b PG13",1,,36.09709,-81.7719
"Spiritual Warfare","Upper Cookbook (Warfare Area) > The Cookbook > Cooks Wall > 3. Piedmont Region > North Carolina",https://www.mountainproject.com/route/108404993/spiritual-warfare,3.0,-1,Sport,5.12a/b,1,100,36.37869,-80.2873
"If the House is Rockin'...","Rock House Knob > Pickens Nose > 1. Southern Mountains Region > North Carolina",https://www.mountainproject.com/route/111108902/if-the-house-is-rockin,3.5,-1,Trad,5.12a/b,1,85,35.02127,-83.4348
"The Link","Main Tier > Ship Rock > 2. Northern Mountains Region > North Carolina",https://www.mountainproject.com/route/106371389/the-link,3.0,-1,Trad,5.12a/b,1,80,36.099,-81.7815
"Rainy Day Blues","Upper Tier > Section 3 > Rocky Face Recreational Area > 3. Piedmont Region > North Carolina",https://www.mountainproject.com/route/108570383/rainy-day-blues,2.0,-1,Sport,5.12a/b,1,50,35.96384,-81.12014
