Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Original Route/Suicide Blonde","O&W Wall > Big South Fork > Tennessee",https://www.mountainproject.com/route/106469749/original-routesuicide-blonde,3.2,-1,Trad,5.8-,3,220,36.45445,-84.6492
"Rip Van Sprinkle","Yawn Wall > Denny West > Denny Cove > Tennessee",https://www.mountainproject.com/route/113731682/rip-van-sprinkle,2.0,-1,Sport,5.8-,1,45,35.15507,-85.68923
Whadyathink?,"Cake Walk Wall > King's Bluff > Tennessee",https://www.mountainproject.com/route/110746254/whadyathink,2.8,-1,Trad,5.8-,1,,36.50134,-87.32113
"Green Eggs & Ham","Devil's Race Track > Tennessee",https://www.mountainproject.com/route/108733696/green-eggs-ham,2.6,-1,Trad,5.8-,2,150,36.3288,-84.2233
"Petite but vulgar","The Butte Walls > No Business Creek > Big South Fork > Tennessee",https://www.mountainproject.com/route/114344095/petite-but-vulgar,2.7,-1,Trad,5.8-,1,40,36.5824,-84.67302
"Hold On","Cake Walk Wall > King's Bluff > Tennessee",https://www.mountainproject.com/route/112038283/hold-on,2.3,-1,Sport,5.8-,1,30,36.50134,-87.32113
Sunset,"Main Wall > Bays Mountain > Tennessee",https://www.mountainproject.com/route/112304525/sunset,2.4,-1,TR,5.8-,1,45,36.50774,-82.61059
"Ethics Violator","The Butte Walls > No Business Creek > Big South Fork > Tennessee",https://www.mountainproject.com/route/115326735/ethics-violator,2.0,-1,Trad,5.8-,1,50,36.5824,-84.67302
"Does Your Mother Sew","Longfield Branch > No Business Creek > Big South Fork > Tennessee",https://www.mountainproject.com/route/114344012/does-your-mother-sew,2.0,-1,Trad,"5.8- PG13",1,60,36.58334,-84.68229
