Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Risky Business","Dark Shadows Wall > Mescalito > (10) Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732866/risky-business,3.8,-1,Trad,"5.10c R",4,400,36.12399,-115.49506
"Out of Control","Out of Control Area > (10) Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105888710/out-of-control,3.8,-1,Trad,5.10c,1,130,36.12527,-115.49419
"Inti Watana","Aeolian Wall > (13) Mt. Wilson > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732617/inti-watana,3.5,-1,Trad,5.10c,12,2000,36.09485,-115.48188
"Gin Ricky","Alcohol Wall > (14) First Creek Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105858215/gin-ricky,3.6,-1,Trad,5.10c,1,180,36.07813,-115.47797
"The Next Century","East Face > Mescalito > (10) Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732698/the-next-century,3.5,-1,Trad,"5.10c PG13",2,210,36.12301,-115.49265
"Mushroom People","Brass Wall > (10) Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732350/mushroom-people,3.4,-1,Trad,5.10c,1,100,36.12521,-115.49109
"Eagle Dance","Eagle Wall > (12) Oak Creek Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732278/eagle-dance,3.3,-1,"Trad, Aid","5.10c A0+",11,900,36.10438,-115.49498
"Haunted Hooks","Stone Wall > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105820173/haunted-hooks,3.3,-1,Sport,5.10c,1,80,36.1558,-115.437
"Prince of Darkness","Black Velvet Wall > (16) Black Velvet Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732458/prince-of-darkness,3.1,-1,"Trad, Sport",5.10c,6,700,36.03518,-115.46652
"Roto Hammer","Stone Wall > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105820177/roto-hammer,3.1,-1,Sport,5.10c,1,70,36.1558,-115.437
"Idiot Parade (aka Need to Rest)","Lower Level - Right > Lower Level > The Black Corridor > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105826602/idiot-parade-aka-need-to-rest,2.9,-1,Sport,5.10c,1,50,36.15539,-115.4361
"Virtuous Pagans","Dante's Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/109868744/virtuous-pagans,2.8,-1,Sport,5.10c,1,70,36.14497,-115.42471
"Miss Conception","North Face > Whiskey Peak > (16) Black Velvet Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105813521/miss-conception,2.8,-1,"Trad, Sport",5.10c,3,200,36.03509,-115.46345
Squire,"Hunter S. Thompson Dome > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106104441/squire,2.8,-1,Sport,5.10c,1,50,36.15631,-115.43649
"Burros Don't Gamble","Lower Level - Right > Lower Level > The Black Corridor > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732518/burros-dont-gamble,2.6,-1,Sport,5.10c,1,80,36.15539,-115.4361
"Claimjumpers Special","Sunny and Steep > Kraft Mountain Area > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106601301/claimjumpers-special,2.5,-1,Sport,5.10c,1,75,36.16986,-115.42321
"Running Amuck","The Gallery > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732566/running-amuck,2.3,-1,Sport,5.10c,1,60,36.15672,-115.43841
"The Rooster","Burglar Wall > Robber's Roost > Route 158 > Mount Charleston > Southern Nevada > Nevada",https://www.mountainproject.com/route/108268130/the-rooster,3.1,-1,Sport,5.10c,1,,36.30146,-115.61246
Money,"The Oasis > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105915060/money,2.7,-1,Sport,5.10c,1,30,36.14849,-115.42904
"Victoria's Secret","Panty Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732524/victorias-secret,2.1,-1,"Sport, TR",5.10c,1,80,36.14964,-115.4299
"Under Cover","Right (North) Wall > The Gun Club > La Madre Range > Southern Nevada > Nevada",https://www.mountainproject.com/route/116212197/under-cover,2.6,-1,Sport,5.10c,1,,36.22975,-115.3364
"Pain in the Neck","Sweet Pain Wall > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732344/pain-in-the-neck,1.8,-1,Sport,"5.10c R",1,60,36.15597,-115.43663
"Turkey Trot","Burns Wall > Kraft Mountain Area > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106742491/turkey-trot,2.9,-1,Sport,5.10c,1,35,36.167,-115.416
"Crystal Offwidth (aka Right Line)","Crystal Bay Boulder > Lake Tahoe Area > Western Nevada > Nevada",https://www.mountainproject.com/route/107320812/crystal-offwidth-aka-right-line,3.5,-1,"Trad, TR",5.10c,1,50,39.24269,-120.00284
"Capt'n Stab'n","EnTRAPment Wall > Upper Cliffs > Sleepy Hollow > West Side > Mount Potosi > Southern Nevada > Nevada",https://www.mountainproject.com/route/112559543/captn-stabn,3.7,-1,Sport,5.10c,1,50,35.93317,-115.51554
"Africa Flake","Main Wall > River Rock > Reno Area > Western Nevada > Nevada",https://www.mountainproject.com/route/106316353/africa-flake,2.6,-1,Trad,5.10c,1,,39.4556,-120.0064
"Mothers of Invention (AKA Guys from Josh)","Black Wall (aka Happy Acres) > Guardian Angel Pass > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105733037/mothers-of-invention-aka-guys-from-josh,2.6,-1,Sport,5.10c,1,70,36.15232,-115.43057
"Angel Tears Falling from Heaven and Splashing in my Eye","Jessica's Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/109868537/angel-tears-falling-from-heaven-and-splashing-in-my-eye,2.5,-1,Sport,5.10c,1,30,36.14467,-115.42562
"The Clod Tower","Cloud Tower > (11) Juniper Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106021911/the-clod-tower,3.3,-1,Trad,5.10c,8,1200,36.11237,-115.48908
"Stick Left","Stick Gully > (10) Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105926085/stick-left,3.5,-1,Trad,5.10c,1,140,36.12904,-115.4878
"Cal. West","California Crag > Parking Lot Area > (05) Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105819767/cal-west,2.0,-1,Sport,5.10c,1,85,36.16118,-115.44733
"To Bolt or Toupee","Right Wall > Front Corridor > Parking Lot Area > (05) Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105821400/to-bolt-or-toupee,2.1,-1,Sport,"5.10c PG13",1,100,36.16265,-115.44929
"Dog Police","East Face(aka Dependent Variable Area) > Magic Mountain > (10) Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105957040/dog-police,3.6,-1,Trad,5.10c,1,155,36.12103,-115.48766
"Caliente Crack","2. The Arêtes (a.k.a. the Road Area) > Rainbow Canyon > Southern Nevada > Nevada",https://www.mountainproject.com/route/105885060/caliente-crack,3.8,-1,Trad,5.10c,2,190,37.3741,-114.55067
"Attack Dogs","Red Springs Rock > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105889918/attack-dogs,2.1,-1,Sport,5.10c,1,70,36.14611,-115.42222
"Sandstone Sandwich","Dark Shadows Wall > Mescalito > (10) Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732677/sandstone-sandwich,3.0,-1,Trad,"5.10c R",1,110,36.12399,-115.49506
"Finger Injection","1. The Infectious Cave / Slab > The Hood > Kyle Canyon > Mount Charleston > Southern Nevada > Nevada",https://www.mountainproject.com/route/105991954/finger-injection,2.3,-1,Sport,5.10c,1,50,36.27342,-115.6593
"Tuesday Night Tweaker Party","Chick Magnet Sector > Sun City > Southern Nevada > Nevada",https://www.mountainproject.com/route/114209917/tuesday-night-tweaker-party,2.7,-1,Sport,5.10c,1,80,36.67016,-114.08161
"By Air and By Sea","Sonar Wall > North Echo Cliff > Echo Cliffs > Kyle Canyon > Mount Charleston > Southern Nevada > Nevada",https://www.mountainproject.com/route/113627298/by-air-and-by-sea,2.2,-1,Sport,5.10c,1,50,36.25166,-115.64725
"Gift of the Wind Gods","Aeolian Wall > (13) Mt. Wilson > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105818088/gift-of-the-wind-gods,3.3,-1,Trad,5.10c,10,1300,36.09485,-115.48188
"Group Effort","Starter Crag > Route 158 > Mount Charleston > Southern Nevada > Nevada",https://www.mountainproject.com/route/111916131/group-effort,2.9,-1,Sport,5.10c,1,60,36.276,-115.5908
"Tongue and Groove","Slippery Buttress > (14) First Creek Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/111754544/tongue-and-groove,3.5,-1,Trad,5.10c,2,300,36.0813,-115.48416
"Water Slide","Tear Drop Dome > Lone Mountain > Western Nevada > Nevada",https://www.mountainproject.com/route/110334795/water-slide,4.0,-1,Sport,5.10c,1,140,37.99488,-117.51581
"Evolution Arete","Aeolian Wall > (13) Mt. Wilson > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/123400161/evolution-arete,4.0,-1,"Trad, Aid","5.10c C1",17,2500,36.09485,-115.48188
"Shake, Peel, and Pour","Demonstrator Wall > Lower Canyon > Keyhole Canyon > Southern Nevada > Nevada",https://www.mountainproject.com/route/110949747/shake-peel-and-pour,4.0,-1,Trad,"5.10c R",1,60,35.71514,-114.92522
"Does the Stoke Ever End?","White Pine > Kyle Canyon > Mount Charleston > Southern Nevada > Nevada",https://www.mountainproject.com/route/114198687/does-the-stoke-ever-end,2.3,-1,Sport,5.10c,1,55,36.26892,-115.66803
"Fallen Prophet","5) Sun Kissed Sector > Wall of Misfortune > Mormon Mountains > Southern Nevada > Nevada",https://www.mountainproject.com/route/123501836/fallen-prophet,4.0,-1,Sport,5.10c,1,75,36.9035,-114.28448
"Wall Strike","Blue Sky Bluff > Kyle Canyon > Mount Charleston > Southern Nevada > Nevada",https://www.mountainproject.com/route/107680476/wall-strike,2.6,-1,Sport,5.10c,1,50,36.26316,-115.62859
"Mental Midget","Blue Diamond Cave > Blue Diamond Area > Southern Nevada > Nevada",https://www.mountainproject.com/route/120453849/mental-midget,2.5,-1,Sport,5.10c,1,55,36.03775,-115.39201
[Redacted],"North Face > Magic Mountain > (10) Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107889066/redacted,3.5,-1,Trad,5.10c,1,90,36.12126,-115.49023
"Ridin' Out the Storm","Iron Horse Wall > Paradise Valley > Western Nevada > Nevada",https://www.mountainproject.com/route/121575436/ridin-out-the-storm,3.5,-1,"Trad, Alpine",5.10c,5,384,41.65543,-117.54325
"Grape Nuts","Refrigerator Wall > (09) Icebox Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105964379/grape-nuts,3.0,-1,Sport,"5.10c PG13",1,110,36.1437,-115.49583
Renewal,"Yin and Yang Cliff > Kraft Mountain Area > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/113980407/renewal,2.9,-1,Trad,5.10c,1,30,36.16791,-115.42695
Beauty,"The Triad > Cactus Flower Tower > (12) Oak Creek Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107493132/beauty,3.5,-1,Trad,"5.10c R",1,180,36.10052,-115.48527
"Scrum Felcher","Digimon Sector > Sun City > Southern Nevada > Nevada",https://www.mountainproject.com/route/113987936/scrum-felcher,2.4,-1,Sport,5.10c,1,70,36.67005,-114.08283
"No Rest for the Weak'ed","Weakness Wall > Cathedral Rock > Kyle Canyon > Mount Charleston > Southern Nevada > Nevada",https://www.mountainproject.com/route/111904645/no-rest-for-the-weaked,3.1,-1,Sport,5.10c,1,65,36.25568,-115.65057
"The Harder They Come","Den of Thieves Area > Robber's Roost > Route 158 > Mount Charleston > Southern Nevada > Nevada",https://www.mountainproject.com/route/113235312/the-harder-they-come,2.2,-1,Sport,5.10c,1,70,36.30133,-115.61214
"Big Favor","Urban Crag > Lone Mountain > La Madre Range > Southern Nevada > Nevada",https://www.mountainproject.com/route/114150541/big-favor,2.7,-1,Sport,5.10c,1,50,36.23845,-115.311
"A Ripple in the Stream","Blue Diamond Cave > Blue Diamond Area > Southern Nevada > Nevada",https://www.mountainproject.com/route/121499297/a-ripple-in-the-stream,2.8,-1,Sport,5.10c,1,60,36.03775,-115.39201
"Wise Guys Off Size","Rainbow Mountain - East Face > (12) Oak Creek Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/113240424/wise-guys-off-size,3.3,-1,Trad,5.10c,1,105,36.10679,-115.48516
