Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Sail Away","Hidden Tower > Real Hidden Valley > Hidden Valley Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/105722179/sail-away,3.5,-1,Trad,5.8-,1,60,34.01456,-116.16825
"Cave Route","The Rock of Ages > Pine Canyon > Mount Diablo State Park > East Bay Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/105807886/cave-route,2.7,-1,Sport,5.8-,2,140,37.88057,-121.98549
"It's Better with Bacon","Hogwild > Hogsback > Lover's Leap > Highway 50 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/105969348/its-better-with-bacon,2.7,-1,Trad,5.8-,5,425,38.80235,-120.1392
"Spaghetti & Chili","Cyclops Rock > Hidden Valley Campground > Hidden Valley Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/105722290/spaghetti-chili,2.3,-1,Trad,5.8-,1,90,34.01496,-116.15944
"Wet Pigeon","Atlantis Wall - Right > Atlantis Wall > Atlantis Area > Lost Horse Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/105724156/wet-pigeon,2.0,-1,Trad,5.8-,1,70,34.01886,-116.18016
"The Fourth Wise Man","Lower Tier (Left Side) > Lower Tier > (c) Frustration Creek > Highway 38 Crags > San Bernardino Mountains > California",https://www.mountainproject.com/route/107817811/the-fourth-wise-man,2.2,-1,Sport,5.8-,1,35,34.10202,-116.96535
"Buffalo Brothers","Blue Sky Wall > The Wedge > El Cajon Mountain > South San Diego County > San Diego County > California",https://www.mountainproject.com/route/106285424/buffalo-brothers,2.5,-1,Sport,5.8-,2,180,32.90468,-116.8186
"The Rapture","Lower Gibraltar > Gibraltar Area > Santa Barbara > Central Coast > California",https://www.mountainproject.com/route/105793171/the-rapture,2.4,-1,"Sport, TR",5.8-,1,60,34.4777,-119.6817
"Just Acquaintances","Hogwild > Hogsback > Lover's Leap > Highway 50 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/106856786/just-acquaintances,2.0,-1,Trad,5.8-,1,120,38.80235,-120.1392
"Magic Beans","Dinkum Gulley > Bucks Bar Dome > Cosumnes River Gorge > Placerville > Highway 50 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/106733103/magic-beans,2.2,-1,Trad,5.8-,1,50,38.64881,-120.70662
"All Along the Watchtower","Mindless Mound > *Lost Horse Roadside Crags > Lost Horse Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/107454217/all-along-the-watchtower,2.2,-1,Trad,5.8-,1,60,34.02607,-116.17785
"Stellar Crack","Stellar Walls > Ramona Wall > Poway Crags > North San Diego County > San Diego County > California",https://www.mountainproject.com/route/106373055/stellar-crack,2.8,-1,Trad,5.8-,1,90,32.98726,-116.94977
"Route 9","Corpse Wall > Saddle Peak > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/107103597/route-9,2.1,-1,Sport,5.8-,1,50,34.07931,-118.65874
Bumpy,"Split Dome (North Rock) > Split Dome > Split Rocks East > Split Rocks > Pinto Basin > Joshua Tree National Park > California",https://www.mountainproject.com/route/105723910/bumpy,2.1,-1,Sport,5.8-,1,50,34.01005,-116.05528
"Summer Sojourn","Voodoo Dome > The Needles > Southern Sierra - The Needles, Kern River, Domelands, etc. > Southern-Western Sierra > California",https://www.mountainproject.com/route/105844561/summer-sojourn,2.8,-1,Trad,"5.8- R",6,,36.10433,-118.47618
"The Cow-Right Side","3. The Grack Area > I. Glacier Point Apron > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/108226567/the-cow-right-side,2.4,-1,Trad,5.8-,2,300,37.72993,-119.56355
"Corner Route","Goat Rock > Castle Rock Area > South Bay Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/105736399/corner-route,2.0,-1,Trad,"5.8- X",1,70,37.2282,-122.1079
"Gentle Barn","The Panhandle > Texas Canyon > Angeles National Forest > Los Angeles Basin > California",https://www.mountainproject.com/route/109077994/gentle-barn,2.7,-1,Sport,5.8-,1,35,34.51411,-118.40262
Rhein-Dance,"Point Dume > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/114393735/rhein-dance,3.0,-1,TR,5.8-,1,50,34.00154,-118.80853
"Vultures Feather","South Face > Chezem Cliffs > Northwest California > California",https://www.mountainproject.com/route/114557932/vultures-feather,2.6,-1,"Sport, TR",5.8-,1,50,40.92217,-123.7967
"Love Shack","B-52 Rock > North Wonderland Approach > Wonderland North > Wonderland of Rocks > Joshua Tree National Park > California",https://www.mountainproject.com/route/107113934/love-shack,2.7,-1,Trad,5.8-,1,80,34.03906,-116.17736
"Left Flake","Point Dume > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/107876138/left-flake,2.3,-1,TR,5.8-,1,90,34.00154,-118.80853
Scoot,"Windy Wall > Backside Crags > Buttermilk Crags > Buttermilk Country > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/105934718/scoot,2.5,-1,Trad,5.8-,1,,37.33438,-118.57653
"Rick's Route","San Ysidro > Santa Barbara > Central Coast > California",https://www.mountainproject.com/route/105799798/ricks-route,2.2,-1,Trad,"5.8- R",1,80,34.45379,-119.62329
"Terete Arête","Wedding Rock > Sue-meg State Park > Northwest California > California",https://www.mountainproject.com/route/109349519/terete-arete,2.8,-1,"Trad, TR","5.8- X",1,80,41.14105,-124.16165
"Bring in the Fembots","Aa. Parkline Slab > Lower Merced River Canyon > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106679354/bring-in-the-fembots,2.6,-1,"Trad, Sport",5.8-,1,150,37.67875,-119.74886
