Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Highly Suspicious","Station 13 > Cathedral Spires > Custer State Park > South Dakota",https://www.mountainproject.com/route/107776733/highly-suspicious,3.9,-1,Trad,5.13-,1,120,43.84899,-103.53451
"Pumpty Dumpty","Midlife Mound > Outlets > Sylvan Lake > Custer State Park > South Dakota",https://www.mountainproject.com/route/121534409/pumpty-dumpty,4.0,-1,Trad,"5.13- R",1,60,43.84915,-103.56878
"Totally Orange Gorillas","Big Picture Wall > Big Picture Gully > Spearfish Canyon > South Dakota",https://www.mountainproject.com/route/113664566/totally-orange-gorillas,4.0,-1,Sport,5.13-,1,60,44.33315,-103.92134
"Me So Harney","The Icebreaker > The Chessmen > Horsethief Lake Area > The Needles Of Rushmore > South Dakota",https://www.mountainproject.com/route/113484865/me-so-harney,4.0,-1,Trad,"5.13- PG13",1,100,43.88305,-103.49947
"Pabst Blue Ribbon","The Booze Wall > The Danks > Spearfish Canyon > South Dakota",https://www.mountainproject.com/route/107625442/pabst-blue-ribbon,3.7,-1,Sport,5.13-,1,50,44.27814,-103.9042
"Slappin Ze Bass","Turtle Dome > Iron Mountain > The Needles Of Rushmore > South Dakota",https://www.mountainproject.com/route/107473607/slappin-ze-bass,3.0,-1,Sport,5.13-,1,,43.86252,-103.44379
"Troll Toll","Shakers > Monster North > Magna Carta > Mount Rushmore National Memorial > The Needles Of Rushmore > South Dakota",https://www.mountainproject.com/route/107897747/troll-toll,3.0,-1,"Trad, Sport",5.13-,1,200,43.88366,-103.46281
"The Fuse","Gold Mine > The Dark Side > Spearfish Canyon > South Dakota",https://www.mountainproject.com/route/110956281/the-fuse,3.0,-1,Sport,5.13-,1,50,44.29387,-103.87401
"Dead Men Don't Wear Plaid","Dire Spire > Emancipation > Mount Rushmore National Memorial > The Needles Of Rushmore > South Dakota",https://www.mountainproject.com/route/113298181/dead-men-dont-wear-plaid,3.0,-1,Trad,5.13-,1,100,43.88032,-103.4617
"Please don't rock my bolt","Bob's Buttress > Spearfish Canyon > South Dakota",https://www.mountainproject.com/route/114457326/please-dont-rock-my-bolt,3.0,-1,Sport,5.13-,1,50,44.4578,-103.8589
Renegade,"Hole In The Wall > The Dark Side > Spearfish Canyon > South Dakota",https://www.mountainproject.com/route/110994331/renegade,2.6,-1,Sport,5.13-,1,35,44.2922,-103.88917
