Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Deuchler's Corner Center","Wisconsin Strip > Interstate Park > Northwest > Wisconsin",https://www.mountainproject.com/route/106062587/deuchlers-corner-center,3.2,-1,TR,5.11b/c,1,,45.39976,-92.64984
"Astral Plane","George's Point > Grandad Bluff > Central > Wisconsin",https://www.mountainproject.com/route/119053017/astral-plane,2.8,-1,Sport,5.11b/c,1,50,43.8104,-91.2057
"Convergent Crack","North Slope > West Bluff 07 - North Woods > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/122714073/convergent-crack,3.0,-1,"Trad, TR",5.11b/c,1,35,43.4286,-89.7365
Agitator,"12: Rainy Wednesday Tower > East Bluff 04 - East Rampart > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/111250935/agitator,2.3,-1,"Trad, TR","5.11b/c X",1,120,43.41361,-89.71457
